stop_id,stop_name,stop_lat,stop_lon,location_type,zone_id
2877,Taleban cross,15.3433771133423,73.979362487793,0,2877
2878,Loutolim Ramnath temple,15.3418922424316,73.9809036254883,0,2878
2879,Loutolim Ramnath temple,15.3419437408447,73.9810409545898,0,2879
2880,Crystal Rock,15.3402090072632,73.9963836669922,0,2880
2881,Crystal Rock,15.3403253555298,73.996337890625,0,2881
2882,SOARES WADO,15.6130571365356,73.803825378418,0,2882
2883,SOARES WADO,15.6131505966187,73.8038558959961,0,2883
2884,Amyakade Stop,15.3440237045288,73.99658203125,0,2884
2885,Amyakade Stop,15.3439302444458,73.9967422485352,0,2885
2886,Siolim Chapel,15.6120014190674,73.7747650146484,0,2886
2887,Siolim Chapel,15.6121025085449,73.7747573852539,0,2887
2888,Shree Ghanesh Temple,15.1824083328247,74.0553970336914,0,2888
2889,Kepkarwada,15.6705951690674,73.7111892700195,0,2889
2890,Kepkarwada,15.6706886291504,73.7113418579102,0,2890
2891,Pillar,15.4395713806152,73.8910369873047,0,2891
2892,Fr. Agnel Collage,15.4392175674438,73.8936614990234,0,2892
2893,Fr. Agnel Collage,15.4392538070679,73.8936233520508,0,2893
2894,Fr. Agnel Collage,15.4390830993652,73.8936386108398,0,2894
2895,Neura Holy Cross,15.4414520263672,73.9064712524414,0,2895
2896,Neura Holy Cross,15.4412450790405,73.9064865112305,0,2896
2897,Carambolim Chrch,15.4798631668091,73.9230270385742,0,2897
2898,Carambolim Church,15.4798889160156,73.9232559204102,0,2898
2899,Petter,15.4886226654053,73.9231567382813,0,2899
2900,Ella,15.4934549331665,73.919548034668,0,2900
2901,Ella,15.4936714172363,73.9195556640625,0,2901
2902,Old Goa Bypass Junction,15.498948097229,73.913688659668,0,2902
2903,Old Goa Bypass Junction,15.4989795684814,73.9138488769531,0,2903
2904,Banastari,15.4899272918701,73.957405090332,0,2904
2905,Tivre Pump,15.5085935592651,73.9616622924805,0,2905
2906,Tivre Pump,15.5085115432739,73.9619750976563,0,2906
2907,Orgao,15.5137977600098,73.961181640625,0,2907
2908,Orgao,15.513653755188,73.9612884521484,0,2908
2909,Ezekial Methodist School,15.4669189453125,73.8634414672852,0,2909
2910,Malwar,15.4354438781738,73.8948593139648,0,2910
2911,Malwar,15.4355716705322,73.8948211669922,0,2911
2912,Durigwada,15.526611328125,74.0032272338867,0,2912
2913,Durigwada,15.5267028808594,74.0032348632813,0,2913
2914,Dessai Nagar,15.5652408599854,74.0088882446289,0,2914
2915,Dessai Nagar,15.5653294433,74.0090191364,0,2915
2916,Poriem Pump,15.5716981887817,74.0162811279297,0,2916
2917,Poriem Pump,15.5716485977173,74.0164489746094,0,2917
2918,Ghodemol Bagwada Junction,15.5946435928345,74.0461883544922,0,2918
2919,Ghodemol Bagwada Junction,15.5945558547974,74.0462951660156,0,2919
2920,Rai Amyakde,15.3078346252441,73.9775772094727,0,2920
2921,Aryaman Sai Maruti Arena,15.3361539840698,73.9968719482422,0,2921
2922,Aryaman Sai Maruti Arena,15.3359308242798,73.9969863891602,0,2922
2923,Ponda Fire Station,15.4027481079102,74.0030136108398,0,2923
2924,Ponda Fire Station,15.4027061462402,74.0031051635742,0,2924
2925,GVM's Collage Ponda,15.4085083007813,73.9923782348633,0,2925
2926,GVM's Collage Ponda,15.4086961746216,73.9925537109375,0,2926
2927,Upper Bazar,15.4080381393433,74.0154800415039,0,2927
2928,Paludi School,15.4397449493408,74.0711975097656,0,2928
2929,Paludi School,15.4399003982544,74.0713806152344,0,2929
2930,usgao Velguem Bridge,15.4446935653687,74.0567169189453,0,2930
2931,usgao Velguem Bridge,15.4449415206909,74.0568161010742,0,2931
2932,Bhamai,15.4492282867432,74.0500335693359,0,2932
2933,Bhamai,15.4492959976196,74.0501708984375,0,2933
2934,Kothambi Temple,15.4774503707886,74.0354156494141,0,2934
2935,Kothambi Temple,15.477518081665,74.0354461669922,0,2935
2936,Satayakade,15.4946136474609,74.0261535644531,0,2936
2937,Main Seza,15.5027418136597,74.0214538574219,0,2937
2938,Naveli Junction,15.5298738479614,74.0085296630859,0,2938
2939,Naveli Junction,15.5299129486084,74.0086898803711,0,2939
2940,Vithallapur,15.5678243637085,74.0049133300781,0,2940
2941,Vithallapur,15.5678443908691,74.005012512207,0,2941
2942,Karapur Tisk,15.569239616394,74.0008087158203,0,2942
2943,Karapur Tisk,15.5693788528442,74.0009002685547,0,2943
2944,Ladfe,15.626974105835,73.9567413330078,0,2944
2945,Bordem,15.5984621047974,73.9535903930664,0,2945
2946,RTO Office,14.8184947967529,74.1274185180664,0,2946
2947,RTO Office,14.8185157775879,74.1278457641602,0,2947
2948,Karwar Beach,14.8312730789185,74.1266250610352,0,2948
2949,Karwar Beach,14.8311586380005,74.1269302368164,0,2949
